PRCE_REG_YMD,PDLT_CODE,PDLT_NM,AMNT_RAIN,AVG_TEMP_C,total_SunL,Quantity,PDLT_PRCE,Category
2023-02-03,232,당근,0,-1.6,13.54,144480,2166.666667,뿌리채소
2023-02-03,225,토마토,0,-1.6,13.54,134582,3020,과일
2023-02-03,411,사과,0,-1.6,13.54,174355,4230,과일
2023-02-06,214,상추,0,3,10.69,83526,5993.75,엽채류
2023-02-06,152,감자,0,3,10.69,350078,2081.25,뿌리채소
2023-02-06,151,고구마,0,3,10.69,234690,2860,뿌리채소
2023-02-06,223,오이,0,3,10.69,332239,960.5,열매채소
2023-02-06,211,배추,0,3,10.69,352373.5,550,채소
2023-02-06,224,호박,0,3,10.69,167886,2747.5,열매채소
2023-02-06,245,양파,0,3,10.69,704416,1473.333333,뿌리채소
2023-02-06,232,당근,0,3,10.69,241060,2166.666667,뿌리채소
2023-02-06,225,토마토,0,3,10.69,130062.4,3060,과일
2023-02-06,411,사과,0,3,10.69,193035,4230,과일
2023-02-07,223,오이,0,3.5,10.12,133661,848.75,열매채소
2023-02-07,214,상추,0,3.5,10.12,71280,6181.25,엽채류
2023-02-07,224,호박,0,3.5,10.12,164624,3060,열매채소
2023-02-07,152,감자,0,3.5,10.12,343510,2081.25,뿌리채소
2023-02-07,151,고구마,0,3.5,10.12,176840,2860,뿌리채소
2023-02-07,211,배추,0,3.5,10.12,255265.5,570,채소
2023-02-07,225,토마토,0,3.5,10.12,77343.2,3260,과일
2023-02-07,245,양파,0,3.5,10.12,598327,1473.333333,뿌리채소
2023-02-07,232,당근,0,3.5,10.12,192820,2166.666667,뿌리채소
2023-02-07,411,사과,0,3.5,10.12,120014,4230,과일
2023-02-08,223,오이,0,2.1,14.82,206210,790.5,열매채소
2023-02-08,214,상추,0,2.1,14.82,75982,4743.75,엽채류
2023-02-08,211,배추,0,2.1,14.82,341565,570,채소
2023-02-08,152,감자,0,2.1,14.82,326352,2081.25,뿌리채소
2023-02-08,151,고구마,0,2.1,14.82,184030,2860,뿌리채소
2023-02-08,224,호박,0,2.1,14.82,156522,3012.5,열매채소
2023-02-08,225,토마토,0,2.1,14.82,103795.6,3260,과일
2023-02-08,245,양파,0,2.1,14.82,760523.2,1473.333333,뿌리채소
2023-02-08,232,당근,0,2.1,14.82,198300,2166.666667,뿌리채소
2023-02-08,411,사과,0,2.1,14.82,128730,4230,과일
2023-02-09,223,오이,0,4,12.36,123109,736.75,열매채소
2023-02-09,214,상추,0,4,12.36,78726,4368.75,엽채류
2023-02-09,152,감자,0,4,12.36,282906,2081.25,뿌리채소
2023-02-09,151,고구마,0,4,12.36,168890,2860,뿌리채소
2023-02-09,224,호박,0,4,12.36,133381.7,2960,열매채소
2023-02-09,211,배추,0,4,12.36,332966.5,610,채소
2023-02-09,225,토마토,0,4,12.36,77554,3260,과일
2023-02-09,245,양파,0,4,12.36,673747,1473.333333,뿌리채소
2023-02-09,232,당근,0,4,12.36,163600,2166.666667,뿌리채소
2023-02-09,411,사과,0,4,12.36,87989.5,4230,과일
2023-02-10,223,오이,0.6,3.8,7.07,193982,762.5,열매채소
2023-02-10,214,상추,0.6,3.8,7.07,79186,4556.25,엽채류
2023-02-10,151,고구마,0.6,3.8,7.07,174950,2860,뿌리채소
2023-02-10,152,감자,0.6,3.8,7.07,262194,1977.5,뿌리채소
2023-02-10,224,호박,0.6,3.8,7.07,141636.89,2910,열매채소
2023-02-10,211,배추,0.6,3.8,7.07,307361,570,채소
2023-02-10,225,토마토,0.6,3.8,7.07,142458.6,3260,과일
2023-02-10,245,양파,0.6,3.8,7.07,550411,1473.333333,뿌리채소
2023-02-10,232,당근,0.6,3.8,7.07,175140,2166.666667,뿌리채소
2023-02-10,411,사과,0.6,3.8,7.07,121836,4230,과일
2023-02-13,214,상추,0,5.9,5.44,102106,4837.5,엽채류
2023-02-13,152,감자,0,5.9,5.44,318582,1862.5,뿌리채소
2023-02-13,151,고구마,0,5.9,5.44,161910,2860,뿌리채소
2023-02-13,223,오이,0,5.9,5.44,278237,833,열매채소
2023-02-13,225,토마토,0,5.9,5.44,131446.9,3340,과일
2023-02-13,224,호박,0,5.9,5.44,195058,3162.5,열매채소
2023-02-13,245,양파,0,5.9,5.44,552672,1473.333333,뿌리채소
2023-02-13,232,당근,0,5.9,5.44,204710,2166.666667,뿌리채소
2023-02-13,211,배추,0,5.9,5.44,530639.7,650,채소
2023-02-13,411,사과,0,5.9,5.44,194264,4070,과일
2023-02-14,223,오이,0,1.7,15.95,118067,909.25,열매채소
2023-02-14,214,상추,0,1.7,15.95,81944,4618.75,엽채류
2023-02-14,151,고구마,0,1.7,15.95,167060,2860,뿌리채소
2023-02-14,152,감자,0,1.7,15.95,290256,1862.5,뿌리채소
2023-02-14,224,호박,0,1.7,15.95,161013,3065,열매채소
2023-02-14,211,배추,0,1.7,15.95,243298,670,채소
2023-02-14,225,토마토,0,1.7,15.95,89565.5,3340,과일
2023-02-14,245,양파,0,1.7,15.95,827746,1473.333333,뿌리채소
2023-02-14,232,당근,0,1.7,15.95,137780,2166.666667,뿌리채소
2023-02-14,411,사과,0,1.7,15.95,106164,3990,과일
2023-02-15,223,오이,0,3.2,15.24,163276,1085,열매채소
2023-02-15,214,상추,0,3.2,15.24,82106,4693.75,엽채류
2023-02-15,211,배추,0,3.2,15.24,239788,710,채소
2023-02-15,152,감자,0,3.2,15.24,255718,1862.5,뿌리채소
2023-02-15,151,고구마,0,3.2,15.24,156610,2860,뿌리채소
2023-02-15,224,호박,0,3.2,15.24,138062,3180,열매채소
2023-02-15,225,토마토,0,3.2,15.24,101341,3380,과일
2023-02-15,245,양파,0,3.2,15.24,596755.5,1473.333333,뿌리채소
2023-02-15,232,당근,0,3.2,15.24,123920,2166.666667,뿌리채소
2023-02-15,411,사과,0,3.2,15.24,141074,4250,과일
2023-02-16,214,상추,0,2.3,6.45,79988,4443.75,엽채류
2023-02-16,211,배추,0,2.3,6.45,405944.5,730,채소
2023-02-16,151,고구마,0,2.3,6.45,142580,2860,뿌리채소
2023-02-16,152,감자,0,2.3,6.45,237460,1862.5,뿌리채소
2023-02-16,223,오이,0,2.3,6.45,115803,1170,열매채소
2023-02-16,225,토마토,0,2.3,6.45,66991,3140,과일
2023-02-16,224,호박,0,2.3,6.45,115456,3510,열매채소
2023-02-16,245,양파,0,2.3,6.45,839796,1520,뿌리채소
2023-02-16,232,당근,0,2.3,6.45,163780,2166.666667,뿌리채소
2023-02-16,411,사과,0,2.3,6.45,130230,4050,과일
2023-02-17,214,상추,0,3.4,13.67,82000,4662.5,엽채류
2023-02-17,211,배추,0,3.4,13.67,383820,650,채소
2023-02-17,151,고구마,0,3.4,13.67,168370,2860,뿌리채소
2023-02-17,152,감자,0,3.4,13.67,240921,1862.5,뿌리채소
2023-02-17,223,오이,0,3.4,13.67,175513,1187,열매채소
2023-02-17,225,토마토,0,3.4,13.67,115493.9,3300,과일
2023-02-17,224,호박,0,3.4,13.67,122205,4027.5,열매채소
2023-02-17,245,양파,0,3.4,13.67,732114.4,1520,뿌리채소
2023-02-17,232,당근,0,3.4,13.67,146780,2166.666667,뿌리채소
2023-02-17,411,사과,0,3.4,13.67,145894,4030,과일
2023-02-20,214,상추,0,-0.5,18.16,97960,4506.25,엽채류
2023-02-20,211,배추,0,-0.5,18.16,395319.5,670,채소
2023-02-20,151,고구마,0,-0.5,18.16,288300,2860,뿌리채소
2023-02-20,224,호박,0,-0.5,18.16,177721.1,3827.5,열매채소
2023-02-20,223,오이,0,-0.5,18.16,280466.5,1031.75,열매채소
2023-02-20,245,양파,0,-0.5,18.16,682871,1540,뿌리채소
2023-02-20,232,당근,0,-0.5,18.16,192930,2166.666667,뿌리채소
2023-02-20,225,토마토,0,-0.5,18.16,137897,3900,과일
2023-02-20,152,감자,0,-0.5,18.16,277247,1862.5,뿌리채소
2023-02-20,411,사과,0,-0.5,18.16,157878,3990,과일
2023-02-21,214,상추,0,-1.3,18.25,88482,4381.25,엽채류
2023-02-21,211,배추,0,-1.3,18.25,424436,650,채소
2023-02-21,152,감자,0,-1.3,18.25,246760,1862.5,뿌리채소
2023-02-21,151,고구마,0,-1.3,18.25,204540,2860,뿌리채소
2023-02-21,224,호박,0,-1.3,18.25,154730.5,4360,열매채소
2023-02-21,245,양파,0,-1.3,18.25,680538.5,1540,뿌리채소
2023-02-21,223,오이,0,-1.3,18.25,112497.1,1097,열매채소
2023-02-21,232,당근,0,-1.3,18.25,149638,2166.666667,뿌리채소
2023-02-21,225,토마토,0,-1.3,18.25,85616.8,4260,과일
2023-02-21,411,사과,0,-1.3,18.25,146362.5,3990,과일
2023-02-22,223,오이,0,1.2,17,158524,1117.5,열매채소
2023-02-22,214,상추,0,1.2,17,82532,3787.5,엽채류
2023-02-22,211,배추,0,1.2,17,307490.5,610,채소
2023-02-22,151,고구마,0,1.2,17,172280,2860,뿌리채소
2023-02-22,152,감자,0,1.2,17,252590,1862.5,뿌리채소
2023-02-22,225,토마토,0,1.2,17,109044.5,4180,과일
2023-02-22,245,양파,0,1.2,17,633861.5,1540,뿌리채소
2023-02-22,232,당근,0,1.2,17,187230,2200,뿌리채소
2023-02-22,224,호박,0,1.2,17,145484,4492.5,열매채소
2023-02-22,411,사과,0,1.2,17,100359,3870,과일
2023-02-23,223,오이,0,2.9,15.87,122368,1132,열매채소
2023-02-23,214,상추,0,2.9,15.87,79879.5,3918.75,엽채류
2023-02-23,152,감자,0,2.9,15.87,249512,1862.5,뿌리채소
2023-02-23,151,고구마,0,2.9,15.87,167620,2860,뿌리채소
2023-02-23,211,배추,0,2.9,15.87,338232.5,690,채소
2023-02-23,224,호박,0,2.9,15.87,130321.95,4502.5,열매채소
2023-02-23,245,양파,0,2.9,15.87,663800,1586.666667,뿌리채소
2023-02-23,232,당근,0,2.9,15.87,209510,2200,뿌리채소
2023-02-23,225,토마토,0,2.9,15.87,74953.4,4420,과일
2023-02-23,411,사과,0,2.9,15.87,144150,3870,과일
2023-02-24,211,배추,0,3.5,17.42,333634.5,670,채소
2023-02-24,152,감자,0,3.5,17.42,332110,1862.5,뿌리채소
2023-02-24,151,고구마,0,3.5,17.42,152165,2860,뿌리채소
2023-02-24,214,상추,0,3.5,17.42,80014,4431.25,엽채류
2023-02-24,223,오이,0,3.5,17.42,194745,1137.5,열매채소
2023-02-24,245,양파,0,3.5,17.42,824760,1586.666667,뿌리채소
2023-02-24,232,당근,0,3.5,17.42,223430,2200,뿌리채소
2023-02-24,225,토마토,0,3.5,17.42,158395.8,4140,과일
2023-02-24,224,호박,0,3.5,17.42,145562,3970,열매채소
2023-02-24,411,사과,0,3.5,17.42,121270,3870,과일
2023-02-27,214,상추,0,4.4,18.65,98468,4525,엽채류
2023-02-27,151,고구마,0,4.4,18.65,202590,2860,뿌리채소
2023-02-27,223,오이,0,4.4,18.65,329074.6,920.5,열매채소
2023-02-27,152,감자,0,4.4,18.65,235160,1862.5,뿌리채소
2023-02-27,211,배추,0,4.4,18.65,412101,710,채소
2023-02-27,224,호박,0,4.4,18.65,181272,2522.5,열매채소
2023-02-27,232,당근,0,4.4,18.65,166890,2200,뿌리채소
2023-02-27,225,토마토,0,4.4,18.65,163537,4180,과일
2023-02-27,245,양파,0,4.4,18.65,660176,1586.666667,뿌리채소
2023-02-27,411,사과,0,4.4,18.65,141860,3890,과일
2023-02-28,211,배추,0,4.3,10.26,340231,690,채소
2023-02-28,214,상추,0,4.3,10.26,77488,5368.75,엽채류
2023-02-28,151,고구마,0,4.3,10.26,141260,2860,뿌리채소
2023-02-28,223,오이,0,4.3,10.26,129894,1092,열매채소
2023-02-28,152,감자,0,4.3,10.26,274552,1900,뿌리채소
2023-02-28,224,호박,0,4.3,10.26,166771,2980,열매채소
2023-02-28,245,양파,0,4.3,10.26,676960,1586.666667,뿌리채소
2023-02-28,232,당근,0,4.3,10.26,156939,2200,뿌리채소
2023-02-28,225,토마토,0,4.3,10.26,114523.3,3940,과일
2023-02-28,411,사과,0,4.3,10.26,220387,4010,과일
2023-03-02,214,상추,0,2.2,19.45,89634,7806.25,엽채류
2023-03-02,211,배추,0,2.2,19.45,278924,670,채소
2023-03-02,151,고구마,0,2.2,19.45,137850,2860,뿌리채소
2023-03-02,152,감자,0,2.2,19.45,269154,1900,뿌리채소
2023-03-02,224,호박,0,2.2,19.45,127582,2872.5,열매채소
2023-03-02,245,양파,0,2.2,19.45,714173,1806.666667,뿌리채소
2023-03-02,232,당근,0,2.2,19.45,227716,2200,뿌리채소
2023-03-02,225,토마토,0,2.2,19.45,88386.2,3920,과일
2023-03-02,411,사과,0,2.2,19.45,141373.2,3930,과일
2023-03-02,223,오이,0,2.2,19.45,172211,1102,열매채소
2023-03-03,224,호박,0,4.6,15.67,173658,2942.5,열매채소
2023-03-03,223,오이,0,4.6,15.67,239734,1059.5,열매채소
2023-03-03,214,상추,0,4.6,15.67,102794,7587.5,엽채류
2023-03-03,211,배추,0,4.6,15.67,383664.5,690,채소
2023-03-03,152,감자,0,4.6,15.67,283905,2165,뿌리채소
2023-03-03,151,고구마,0,4.6,15.67,168010,2860,뿌리채소
2023-03-03,245,양파,0,4.6,15.67,998141,1886.666667,뿌리채소
2023-03-03,232,당근,0,4.6,15.67,205540,2166.666667,뿌리채소
2023-03-03,225,토마토,0,4.6,15.67,170429.8,3700,과일
2023-03-03,411,사과,0,4.6,15.67,167155,3870,과일
2023-03-06,214,상추,0,9.2,18.63,83150,6056.25,엽채류
2023-03-06,151,고구마,0,9.2,18.63,204860,2860,뿌리채소
2023-03-06,152,감자,0,9.2,18.63,304558,2280,뿌리채소
2023-03-06,223,오이,0,9.2,18.63,372980.2,908,열매채소
2023-03-06,211,배추,0,9.2,18.63,388397,830,채소
2023-03-06,224,호박,0,9.2,18.63,184634,2537.5,열매채소
2023-03-06,245,양파,0,9.2,18.63,585964,1886.666667,뿌리채소
2023-03-06,232,당근,0,9.2,18.63,214240,2086.666667,뿌리채소
2023-03-06,225,토마토,0,9.2,18.63,111185.6,3700,과일
2023-03-06,411,사과,0,9.2,18.63,170458.5,3850,과일
2023-03-07,214,상추,0,11.7,15.35,93460.5,6056.25,엽채류
2023-03-07,152,감자,0,11.7,15.35,368407,2280,뿌리채소
2023-03-07,211,배추,0,11.7,15.35,312797,830,채소
2023-03-07,151,고구마,0,11.7,15.35,192590,2860,뿌리채소
2023-03-07,223,오이,0,11.7,15.35,207380,948,열매채소
2023-03-07,245,양파,0,11.7,15.35,770358,1886.666667,뿌리채소
2023-03-07,224,호박,0,11.7,15.35,207594,2577.5,열매채소
2023-03-07,232,당근,0,11.7,15.35,247540,2086.666667,뿌리채소
2023-03-07,225,토마토,0,11.7,15.35,137743.8,3240,과일
2023-03-07,411,사과,0,11.7,15.35,164553,3870,과일
2023-03-08,214,상추,1.2,12.5,8.39,97908,5681.25,엽채류
2023-03-08,152,감자,1.2,12.5,8.39,345720,2280,뿌리채소
2023-03-08,151,고구마,1.2,12.5,8.39,198650,2860,뿌리채소
2023-03-08,224,호박,1.2,12.5,8.39,163786,2455,열매채소
2023-03-08,223,오이,1.2,12.5,8.39,268285,951.75,열매채소
2023-03-08,245,양파,1.2,12.5,8.39,655795,1886.666667,뿌리채소
2023-03-08,232,당근,1.2,12.5,8.39,163741,2086.666667,뿌리채소
2023-03-08,225,토마토,1.2,12.5,8.39,102372.5,3280,과일
2023-03-08,211,배추,1.2,12.5,8.39,371634,830,채소
2023-03-08,411,사과,1.2,12.5,8.39,124230,3870,과일
2023-03-09,214,상추,3.7,10.3,6.52,95464,4681.25,엽채류
2023-03-09,211,배추,3.7,10.3,6.52,462221,870,채소
2023-03-09,152,감자,3.7,10.3,6.52,270007,2280,뿌리채소
2023-03-09,151,고구마,3.7,10.3,6.52,136820,2860,뿌리채소
2023-03-09,224,호박,3.7,10.3,6.52,158825,2305,열매채소
2023-03-09,245,양파,3.7,10.3,6.52,591203,1886.666667,뿌리채소
2023-03-09,223,오이,3.7,10.3,6.52,219439,935,열매채소
2023-03-09,232,당근,3.7,10.3,6.52,213600,2086.666667,뿌리채소
2023-03-09,225,토마토,3.7,10.3,6.52,108035.4,3120,과일
2023-03-09,411,사과,3.7,10.3,6.52,122656,3870,과일
2023-03-10,214,상추,0,13.5,17.03,99816,5025,엽채류
2023-03-10,211,배추,0,13.5,17.03,341998,830,채소
2023-03-10,152,감자,0,13.5,17.03,327322,2280,뿌리채소
2023-03-10,151,고구마,0,13.5,17.03,160430,2860,뿌리채소
2023-03-10,224,호박,0,13.5,17.03,173690,2080,열매채소
2023-03-10,223,오이,0,13.5,17.03,304319,834.25,열매채소
2023-03-10,245,양파,0,13.5,17.03,641259,1886.666667,뿌리채소
2023-03-10,232,당근,0,13.5,17.03,170410,2143.333333,뿌리채소
2023-03-10,225,토마토,0,13.5,17.03,192328.5,3020,과일
2023-03-10,411,사과,0,13.5,17.03,201455.5,3870,과일
2023-03-13,214,상추,0,2.9,20.79,132302,3106.25,엽채류
2023-03-13,152,감자,0,2.9,20.79,282583,2280,뿌리채소
2023-03-13,151,고구마,0,2.9,20.79,146450,2630,뿌리채소
2023-03-13,223,오이,0,2.9,20.79,478652.36,688,열매채소
2023-03-13,245,양파,0,2.9,20.79,824356,1886.666667,뿌리채소
2023-03-13,232,당근,0,2.9,20.79,290570,2110,뿌리채소
2023-03-13,225,토마토,0,2.9,20.79,218084.5,2700,과일
2023-03-13,211,배추,0,2.9,20.79,392008,850,채소
2023-03-13,224,호박,0,2.9,20.79,266118,1697.5,열매채소
2023-03-13,411,사과,0,2.9,20.79,162112,3830,과일
2023-03-14,214,상추,0,9.2,19.73,110700,3543.75,엽채류
2023-03-14,211,배추,0,9.2,19.73,419850,730,채소
2023-03-14,152,감자,0,9.2,19.73,281814,2280,뿌리채소
2023-03-14,151,고구마,0,9.2,19.73,207229,2630,뿌리채소
2023-03-14,223,오이,0,9.2,19.73,244097,765,열매채소
2023-03-14,245,양파,0,9.2,19.73,664768,1886.666667,뿌리채소
2023-03-14,232,당근,0,9.2,19.73,168800,2110,뿌리채소
2023-03-14,225,토마토,0,9.2,19.73,108003,2780,과일
2023-03-14,224,호박,0,9.2,19.73,212002.33,1817.5,열매채소
2023-03-14,411,사과,0,9.2,19.73,167542,3830,과일
2023-03-15,223,오이,0,8.6,5.62,267287.19,730,열매채소
2023-03-15,214,상추,0,8.6,5.62,109980,2756.25,엽채류
2023-03-15,211,배추,0,8.6,5.62,371672,770,채소
2023-03-15,152,감자,0,8.6,5.62,261836,2130,뿌리채소
2023-03-15,151,고구마,0,8.6,5.62,166700,2400,뿌리채소
2023-03-15,225,토마토,0,8.6,5.62,150472.4,2660,과일
2023-03-15,245,양파,0,8.6,5.62,767237.3,1886.666667,뿌리채소
2023-03-15,232,당근,0,8.6,5.62,165750,2120,뿌리채소
2023-03-15,224,호박,0,8.6,5.62,157296,1853.75,열매채소
2023-03-15,411,사과,0,8.6,5.62,141000,3810,과일
2023-03-16,214,상추,0,4.6,18.09,105048,2468.75,엽채류
2023-03-16,152,감자,0,4.6,18.09,200902,2130,뿌리채소
2023-03-16,151,고구마,0,4.6,18.09,188040,2400,뿌리채소
2023-03-16,211,배추,0,4.6,18.09,427238.2,710,채소
2023-03-16,223,오이,0,4.6,18.09,223104,717.5,열매채소
2023-03-16,245,양파,0,4.6,18.09,663400,1886.666667,뿌리채소
2023-03-16,232,당근,0,4.6,18.09,179240,2120,뿌리채소
2023-03-16,225,토마토,0,4.6,18.09,101594.1,2820,과일
2023-03-16,224,호박,0,4.6,18.09,149794,1953.75,열매채소
2023-03-16,411,사과,0,4.6,18.09,130591,3810,과일
2023-03-17,214,상추,0,7.2,13.94,112034,2343.75,엽채류
2023-03-17,211,배추,0,7.2,13.94,319351.6,850,채소
2023-03-17,151,고구마,0,7.2,13.94,171170,2400,뿌리채소
2023-03-17,152,감자,0,7.2,13.94,238426,2130,뿌리채소
2023-03-17,245,양파,0,7.2,13.94,718010,1633.333333,뿌리채소
2023-03-17,223,오이,0,7.2,13.94,273612,722.5,열매채소
2023-03-17,232,당근,0,7.2,13.94,182750,2120,뿌리채소
2023-03-17,225,토마토,0,7.2,13.94,171386.2,3020,과일
2023-03-17,224,호박,0,7.2,13.94,179810,1832.5,열매채소
2023-03-17,411,사과,0,7.2,13.94,185392,3810,과일
2023-03-20,223,오이,0,9.5,20.06,418242.9,699.25,열매채소
2023-03-20,214,상추,0,9.5,20.06,86694,2525,엽채류
2023-03-20,211,배추,0,9.5,20.06,398191,770,채소
2023-03-20,152,감자,0,9.5,20.06,314000,2215,뿌리채소
2023-03-20,151,고구마,0,9.5,20.06,189520,2400,뿌리채소
2023-03-20,225,토마토,0,9.5,20.06,132383.85,3220,과일
2023-03-20,245,양파,0,9.5,20.06,776036,1540,뿌리채소
2023-03-20,232,당근,0,9.5,20.06,142400,2120,뿌리채소
2023-03-20,224,호박,0,9.5,20.06,224429.72,1857.5,열매채소
2023-03-20,411,사과,0,9.5,20.06,127604,3810,과일
2023-03-21,214,상추,0,13,21.6,100834,2559.375,엽채류
2023-03-21,152,감자,0,13,21.6,250363,2215,뿌리채소
2023-03-21,151,고구마,0,13,21.6,142940,2400,뿌리채소
2023-03-21,211,배추,0,13,21.6,313721,830,채소
2023-03-21,223,오이,0,13,21.6,245222,755.5,열매채소
2023-03-21,245,양파,0,13,21.6,734631.2,1520,뿌리채소
2023-03-21,232,당근,0,13,21.6,191719,2120,뿌리채소
2023-03-21,225,토마토,0,13,21.6,140217.9,3460,과일
2023-03-21,224,호박,0,13,21.6,230154,1795,열매채소
2023-03-21,411,사과,0,13,21.6,136220,3810,과일
2023-03-22,214,상추,0,17,16.64,98530,3356.25,엽채류
2023-03-22,152,감자,0,17,16.64,343604,2215,뿌리채소
2023-03-22,151,고구마,0,17,16.64,200860,2400,뿌리채소
2023-03-22,211,배추,0,17,16.64,324222,850,채소
2023-03-22,245,양파,0,17,16.64,831960,1520,뿌리채소
2023-03-22,223,오이,0,17,16.64,303791,834.25,열매채소
2023-03-22,232,당근,0,17,16.64,203170,2120,뿌리채소
2023-03-22,225,토마토,0,17,16.64,154324.75,3340,과일
2023-03-22,224,호박,0,17,16.64,200118,1757.5,열매채소
2023-03-22,411,사과,0,17,16.64,113465,3830,과일
2023-03-23,214,상추,0,17.4,14.5,94182,3662.5,엽채류
2023-03-23,211,배추,0,17.4,14.5,364568,870,채소
2023-03-23,151,고구마,0,17.4,14.5,128190,2400,뿌리채소
2023-03-23,223,오이,0,17.4,14.5,279770,816.75,열매채소
2023-03-23,245,양파,0,17.4,14.5,595985,1520,뿌리채소
2023-03-23,232,당근,0,17.4,14.5,97154,2120,뿌리채소
2023-03-23,225,토마토,0,17.4,14.5,103491.55,3340,과일
2023-03-23,224,호박,0,17.4,14.5,183622,1632.5,열매채소
2023-03-23,152,감자,0,17.4,14.5,276348,2215,뿌리채소
2023-03-23,411,사과,0,17.4,14.5,119990,3890,과일
2023-03-24,214,상추,0,12.5,16.13,107554,3337.5,엽채류
2023-03-24,152,감자,0,12.5,16.13,257175,2215,뿌리채소
2023-03-24,151,고구마,0,12.5,16.13,173410,2400,뿌리채소
2023-03-24,211,배추,0,12.5,16.13,384381,810,채소
2023-03-24,245,양파,0,12.5,16.13,634571.3,1733.333333,뿌리채소
2023-03-24,223,오이,0,12.5,16.13,389330.67,783.75,열매채소
2023-03-24,232,당근,0,12.5,16.13,121900,2120,뿌리채소
2023-03-24,225,토마토,0,12.5,16.13,183479.1,3280,과일
2023-03-24,224,호박,0,12.5,16.13,193938,1532.5,열매채소
2023-03-24,411,사과,0,12.5,16.13,159222,3850,과일
2023-03-27,214,상추,0,7.3,22.88,138690,3275,엽채류
2023-03-27,152,감자,0,7.3,22.88,312474,2215,뿌리채소
2023-03-27,151,고구마,0,7.3,22.88,224809,2400,뿌리채소
2023-03-27,211,배추,0,7.3,22.88,392722,670,채소
2023-03-27,245,양파,0,7.3,22.88,800970,1733.333333,뿌리채소
2023-03-27,223,오이,0,7.3,22.88,622406.22,676.75,열매채소
2023-03-27,232,당근,0,7.3,22.88,174528,2120,뿌리채소
2023-03-27,225,토마토,0,7.3,22.88,202592.5,3180,과일
2023-03-27,224,호박,0,7.3,22.88,232146,1988.75,열매채소
2023-03-27,411,사과,0,7.3,22.88,187866.5,3930,과일
2023-03-28,214,상추,0,9.2,18.44,111934,3000,엽채류
2023-03-28,151,고구마,0,9.2,18.44,174280,2400,뿌리채소
2023-03-28,152,감자,0,9.2,18.44,323660,2215,뿌리채소
2023-03-28,211,배추,0,9.2,18.44,336765,830,채소
2023-03-28,223,오이,0,9.2,18.44,321019,777.5,열매채소
2023-03-28,245,양파,0,9.2,18.44,852604,1696.666667,뿌리채소
2023-03-28,232,당근,0,9.2,18.44,157070,2120,뿌리채소
2023-03-28,225,토마토,0,9.2,18.44,113530.3,3180,과일
2023-03-28,224,호박,0,9.2,18.44,147863,1667.5,열매채소
2023-03-28,411,사과,0,9.2,18.44,115720,3970,과일
2023-03-29,214,상추,0,11.8,21.79,111764,2803.125,엽채류
2023-03-29,151,고구마,0,11.8,21.79,174255,2400,뿌리채소
2023-03-29,211,배추,0,11.8,21.79,335566,770,채소
2023-03-29,225,토마토,0,11.8,21.79,121145.5,3400,과일
2023-03-29,223,오이,0,11.8,21.79,339653.42,801.75,열매채소
2023-03-29,245,양파,0,11.8,21.79,884083,1696.666667,뿌리채소
2023-03-29,232,당근,0,11.8,21.79,155560,2120,뿌리채소
2023-03-29,152,감자,0,11.8,21.79,272301,2215,뿌리채소
2023-03-29,411,사과,0,11.8,21.79,118750,3970,과일
2023-03-29,224,호박,0,11.8,21.79,149758,1917.5,열매채소
2023-03-30,214,상추,0,13.3,23.58,110348,3125,엽채류
2023-03-30,151,고구마,0,13.3,23.58,126450,2400,뿌리채소
2023-03-30,211,배추,0,13.3,23.58,401032,770,채소
2023-03-30,152,감자,0,13.3,23.58,255716,2215,뿌리채소
2023-03-30,245,양파,0,13.3,23.58,1028235.9,1430,뿌리채소
2023-03-30,232,당근,0,13.3,23.58,181119,2120,뿌리채소
2023-03-30,225,토마토,0,13.3,23.58,115777.7,3400,과일
2023-03-30,223,오이,0,13.3,23.58,333861.39,776.75,열매채소
2023-03-30,224,호박,0,13.3,23.58,164264,1642.5,열매채소
2023-03-30,411,사과,0,13.3,23.58,124555,3970,과일
2023-03-31,214,상추,0,15,22.99,109088,3150,엽채류
2023-03-31,152,감자,0,15,22.99,284804,2215,뿌리채소
2023-03-31,151,고구마,0,15,22.99,128080,2400,뿌리채소
2023-03-31,211,배추,0,15,22.99,288821,800,채소
2023-03-31,225,토마토,0,15,22.99,206283.2,3320,과일
2023-03-31,232,당근,0,15,22.99,176710,2120,뿌리채소
2023-03-31,245,양파,0,15,22.99,1213015.2,1313.333333,뿌리채소
2023-03-31,223,오이,0,15,22.99,357823.1,768.75,열매채소
2023-03-31,224,호박,0,15,22.99,179956,1405,열매채소
2023-03-31,411,사과,0,15,22.99,235956,3970,과일
2023-04-03,151,고구마,0,19,22.95,196850,2400,뿌리채소
2023-04-03,152,감자,0,19,22.95,225600,2215,뿌리채소
2023-04-03,211,배추,0,19,22.95,221169.6,1130,채소
2023-04-03,214,상추,0,19,22.95,129090,4125,엽채류
2023-04-03,223,오이,0,19,22.95,719490.99,726.75,열매채소
2023-04-03,224,호박,0,19,22.95,247038,1255,열매채소
2023-04-03,225,토마토,0,19,22.95,255434.55,3160,과일
2023-04-03,232,당근,0,19,22.95,250213,2120,뿌리채소
2023-04-03,245,양파,0,19,22.95,557398,1386.666667,뿌리채소
2023-04-03,411,사과,0,19,22.95,204077,4030,과일
2023-04-04,151,고구마,6.9,17.6,10.78,189300,2400,뿌리채소
2023-04-04,152,감자,6.9,17.6,10.78,262044,2765,뿌리채소
